slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
101	accipitridae..raptor:::	2683	EAGLE OR HAWK	Accipitridae (raptor)	raptor	ʀᴀᴘᴛᴏʀ	3		fauna	A bird of prey with large, strong wings and a hooked beak, used for hunting other animals.	鷹	चील		鹰	သိမ်းငှက်၊ လင်းယုန် သို့မဟုတ် စွန်ရဲ			
45	alcohol:brewed	404	ALCOHOL (FERMENTED DRINK)	brewed alcohol	brewed.alcohol	ʙʀᴇᴡᴇᴅ.ᴀʟᴄᴏʜᴏʟ	2			A liquid drink produced by the fermentation of grains, fruit, or sugar.		सुराही दार शराब	জলকীয় দ্রব	酿造酒	အရက်ချက်			
121	alcohol:distilled	842	LIQUOR	distilled alcohol	distilled.alcohol	ᴅɪꜱᴛɪʟʟᴇᴅ.ᴀʟᴄᴏʜᴏʟ	3			A liquid produced through a process of heating and cooling, often used as a strong alcoholic drink.	酒	अर्क	মদ	蒸馏酒	ပေါင်းခံအရက်			liquor
230	alive:to.be	1422	BE ALIVE	to be alive	alive	ᴀʟɪᴠᴇ	3			To possess life; to not be dead.	生きている	जीवित	জিৱন থাকিব	活着	အသက်ရှင်ဖို့		(be) alive	alive
102	animal..general	619	ANIMAL	animal (general)	animal	ᴀɴɪᴍᴀʟ	3		fauna	A living creature that is not a human or a plant.	動物	जानवर	পশু	动物	တိရစ္ဆာန်		animal (tame/wild)	meat/animal
220	ant.:termite	883	TERMITE	termite	termite	ᴛᴇʀᴍɪᴛᴇ	3		fauna	A small, social insect that eats wood and can damage buildings or trees.		दीमक	হুঁটুল	白蚁	ခြကောင်		termite	
39	ant..general	587	ANT	ant (general)	ant	ᴀɴᴛ	2			A small insect that lives in a colony or nest, often working together to move food.	蟻	चींटी	পিঁপিলিকা	蚂蚁	ပုရွက်ဆိတ်		ant	ant
1	arm..upper.limb	2121	ARM OR HAND	arm (upper limb)	arm	ᴀʀᴍ	1		body parts	The entire upper limb of the human body, extending from the shoulder to the wrist.	腕	बांह	বাঁহ		လက်			hand/arm
104	arrow	977	ARROW	arrow	arrow	ᴀʀʀᴏᴡ	3			A long, thin, pointed object that is shot through the air from a bow.	矢	तीर	বাণ	箭头	မြှား		head of arrow	arrow
226	ascend..move.up:to	705	GO UP (ASCEND)	to ascend (move up)	ascend	ᴀꜱᴄᴇɴᴅ	3			To move from a lower position to a higher one.	のぼる	चढ़ना		爬	တက်ရန် သို့မဟုတ် တက်ရန်		ascend, go up	climb, ascend
40	ash	646	ASH	ash	ash	ᴀꜱʜ	2			The powdery residue left after a substance, such as wood or coal, has been burned.	灰	राख	বলি	灰烬	ပြာ			ashes
231	ashamed:to.be	1894	ASHAMED	to be ashamed	ashamed	ᴀꜱʜᴀᴍᴇᴅ	3			To feel a sense of guilt, embarrassment, or loss of face due to one's own actions or a social mistake.	恥じる							ashamed
227	awaken:to	1602	WAKE UP	to awaken	awaken	ᴀᴡᴀᴋᴇɴ	3			To stop sleeping and become conscious or alert.	目覚める	जागना	জাগা	醒来	နိုးထရန်		wake up (intr)	awaken
105	axe..general	677	AXE	axe (general)	axe	ᴀxᴇ	3			A tool with a heavy metal blade used for chopping wood or splitting logs.	斧	कुल्हाड़ी	ফাঁস	斧头	ပုဆိန်		axe	
41	bamboo	1927	BAMBOO	bamboo	bamboo	ʙᴀᴍʙᴏᴏ	2		flora	A tall, woody grass that grows in thick clumps and has hollow stems.	竹	बांस	ভেতি	竹子	ဝါး		bamboo plant (large)	bamboo
106	bamboo.shoot	2494	BAMBOO SHOOT	bamboo shoot	bamboo.shoot	ʙᴀᴍʙᴏᴏ.ꜱʜᴏᴏᴛ	3		flora	A young, edible part of a bamboo plant that grows above the ground.	竹の子	बांस की खोखली	কাজি কেচেক	竹笋	မျှစ်		bamboo shoot (edible)	
107	banana..fruit	868	BANANA	banana (fruit)	banana	ʙᴀɴᴀɴᴀ	3		flora	A long, soft fruit with a thick skin that is typically yellow when ripe and grows on a large herb-like plant.	バナナ	केला	কল	香蕉	ငှက်ပျောသီး		banana (fruit)	plantain/banana
108	banyan..tree	346	BANYAN	banyan (tree)	banyan	ʙᴀɴʏᴀɴ	3		flora	A large tree that grows many roots from its branches down into the ground to form a new trunk.		बरगद		榕树	ညောင်ပင်			
148	barbet:great	–	–	great barbet	great.barbet	ɢʀᴇᴀᴛ.ʙᴀʀʙᴇᴛ	3			A large, colorful tropical bird with a thick, fleshy beak and a prominent head, often seen in forested areas.								
109	basket..general	1539	BASKET	basket (general)	basket	ʙᴀꜱᴋᴇᴛ	3	cf Chang _kam_	artefacts	A container made of woven plant materials, such as wood, bamboo, or cane, used for carrying or storing things.	籠						basket	
42	bat..animal	1793	BAT	bat (animal)	bat	ʙᴀᴛ	2		fauna	A nocturnal flying mammal with wings formed by skin stretched between its fingers.	蝙蝠	चमगादड़		蝙蝠	လင်းနို့		bat	
110	bean..general	832	BEAN	bean (general)	bean	ʙᴇᴀɴ	3			A seed of a plant from the legume family, often used as food.	豆							peas, beans
111	bear..animal	1820	BEAR	bear (animal)	bear	ʙᴇᴀʀ	3			A large, heavy mammal with thick fur and strong limbs, often found in forests and known for eating honey or plants.	熊	भालू		熊	ဝက်ဝံ		bear	bear
2	bee..general	665	BEE	bee (general)	bee	ʙᴇᴇ	1		fauna	A flying insect that produces honey and lives in a colony or hive.	蜂	मधुमक्खी		蜜蜂	ပျား		bee	bee
112	belly..exterior	1251	BELLY	belly (exterior)	belly	ʙᴇʟʟʏ	3		body parts	The front part of the body between the chest and the groin.	腹	पेट		腹部	ဗိုက်၊အပြင်		belly	belly (exterior)
232	big:to.be	1202	BIG	to be big	big	ʙɪɢ	3			To have a large size or great physical dimensions.	大きい	बड़ा		大	ကြီးတယ်။		to be big	
43	bird..general.term	937	BIRD	bird (general term)	bird	ʙɪʀᴅ	2		fauna	A warm-blooded vertebrate animal that has feathers and wings, and typically lays eggs.	鳥	पक्षी		鸟	ငှက်၊ ယေဘူယျ		bird	bird
274	bite:to	1403	BITE	to bite	bite	ʙɪᴛᴇ	3			To use the teeth to cut into or grip something.	かみつく	काटना		咬	ကိုက်ရန်			bite
233	bitter:to.be	887	BITTER	to be bitter	bitter	ʙɪᴛᴛᴇʀ	3			To have a sharp, unpleasant taste on the tongue, such as the taste of unsweetened coffee or certain medicinal plants.	苦い	कड़वा		苦	ခါး		to be bitter	bitter
3	blood	946	BLOOD	blood	blood	ʙʟᴏᴏᴅ	1		body parts	The red liquid that flows through the veins and arteries of a human or animal body.	血	रक्त		血液	သွေး		blood	blood
275	bloom:to	3287	BLOOM	to bloom	bloom	ʙʟᴏᴏᴍ	3		flora	To produce flowers on a stem or plant.		खिलना		开花	ပန်းတစ်ပွင့်၊		(be) open [blossom]	
276	blow..with.mouth:to	176	BLOW (WITH MOUTH)	to blow (with mouth)	blow	ʙʟᴏᴡ	3			To move air out of the mouth using the lips and tongue.		उड़ाना		吹	မှုတ်ရန်		blow (horn)	blow
277	boil..liquid:to	792	BOIL (OF LIQUID)	to boil (liquid)	boil	ʙᴏɪʟ	3			To heat a liquid until it reaches a temperature where bubbles form and it begins to bubble rapidly.	煮る	उबालना		煮沸	ပြုတ်ဖို့			cook/boil
44	bone	1394	BONE	bone	bone	ʙᴏɴᴇ	2		body parts	The hard, white, or yellowish structure that forms the skeleton inside a living body.	骨	हड्डी		骨头	အရိုး		bone	bone
113	bone.marrow	1835	MARROW	bone marrow	bone.marrow	ʙᴏɴᴇ.ᴍᴀʀʀᴏᴡ	3		body parts	The soft, fatty or spongy substance found inside the center of a bone.		हड्डी का मज्जा		骨髓	ရိုးတွင်းခြင်ဆီ			marrow
234	born:to.be	1090	BE BORN	to be born	born	ʙᴏʀɴ	3			To come out from the mother's body into the world.		जन्म लेना		出生	မွေးဖွားလာဖို့ရန်		(be) born	be born
114	bow	994	BOW	bow	bow	ʙᴏᴡ	3	this should be split between bow and crossbow probably.		"Since the prompt asks for a split between ""bow"" and ""crossbow,"" I will provide two separate definitions. **For the weapon used for shooting arrows:** A weapon consisting of a flexible piece of wood or material that is bent into a curve and used to launch an arrow by pulling a string. **For the weapon that uses a mechanical trigger mechanism:** A weapon used for shooting arrows that uses a mechanical device to hold and release the tension of the string."	弓	धनुष		弓	လေးကို		bow	bow
115	brain	1583	BRAIN	brain	brain	ʙʀᴀɪɴ	3		body parts	The organ inside the skull that controls thought, memory, and movement.	脳	मस्तिष्क		大脑	ဦးနှောက်		brain	brain
117	breast	1402	BREAST	breast	breast	ʙʀᴇᴀꜱᴛ	3		body parts	The soft part of the chest on a human, used for producing milk for a baby.	乳房	स्तन		乳房	ရင်သား		breast	vagina or breast/milk
4	bridge	1011	BRIDGE	bridge	bridge	ʙʀɪᴅɢᴇ	1			A structure built over a river, road, or gap to allow people or vehicles to cross from one side to the other.	橋	पुल		桥	တံတား		bridge	
278	burn..intransitive:to	2102	BURN	to burn (intransitive)	burn	ʙᴜʀɴ	3			To undergo a process of combustion or to be consumed by fire.		जलाना		烧	မီးရှို့ရန်		burn (intr), blaze	burn
279	buy:to	1869	BUY	to buy	buy	ʙᴜʏ	3			To give money to someone in exchange for an object or a service.	買う	ख़रीदना		买	ဝယ်ရန်		but	buy
280	carry..on.back:to	465	CARRY ON BACK	to carry (on back)	carry	ᴄᴀʀʀʏ	3			To transport an object or a person by placing it on one's back and supporting it with the body or a strap.	背負う							
118	child..general	2099	CHILD	child (general)	child	ᴄʜɪʟᴅ	3			A young human being, typically from birth until the onset of adulthood.	こども	बच्चा		儿童	ကလေး၊ မွေးကင်းစ			child/son
46	chili.pepper	919	CHILI PEPPER	chili pepper	chili.pepper	ᴄʜɪʟɪ.ᴘᴇᴘᴘᴇʀ	2		flora	A small, often spicy fruit from a plant used in cooking to add heat to food.	唐辛子	मिर्च		辣椒	ငရုတ်သီးမှုန့်		red pepper	
119	claw..animal	72	CLAW	claw (animal)	claw	ᴄʟᴀᴡ	3		body parts	A sharp, curved nail on the foot of an animal, such as a bird, a cat, or a bear.	爪	पंजा		爪子	ခြေသည်း		claw	nail/claw
47	cloud..rain	1489	CLOUD	cloud (rain)	cloud	ᴄʟᴏᴜᴅ	2			A visible mass of water droplets or ice crystals suspended in the atmosphere, often associated with rain or weather changes.	雲	बादल		云	တိမ်တိုက်		cloud (rain)	cloud
235	cold..of.items:to.be	1287	COLD	to be cold (of items)	cold	ᴄᴏʟᴅ	3			To have a low temperature, rather than a person feeling a sensation of low temperature.		ठंडा होना		寒冷	အေးဖို့		to be cool (water)	cold
236	cold..of.weather:to.be	2483	COLD (OF WEATHER)	to be cold (of weather)	cold	ᴄᴏʟᴅ	3			To describe a low temperature in the air or the surrounding environment.	寒い	ठंडा मौसम		寒冷的天气	ရာသီဥတုအေး		cold weather [cold season]	
21	colour.:black:to.be	163	BLACK	to be black	black	ʙʟᴀᴄᴋ	1			To have a color that is the darkest possible, such as the color of coal or night.	黒い	काला		黑	အနက်ရောင်		black	black
241	colour.:green:to.be	1425	GREEN	to be green	green	ɢʀᴇᴇɴ	3		statives	To have the color of grass, leaves, or emeralds.	緑の	हरा		绿色	အစိမ်းရောင်		green	
22	colour.:red:to.be	156	RED	to be red	red	ʀᴇᴅ	1		statives	To have the color of blood or a ripe tomato.	赤い	लाल		红色	အနီေရာင်		red	red
23	colour.:white:to.be	1335	WHITE	to be white	white	ᴡʜɪᴛᴇ	1		statives	To have the color of snow, milk, or a blank piece of paper.	白い	सफ़ेद		白色的	အဖြူ		white	white
281	cook..general:to	1100	COOK (SOMETHING)	to cook (general)	cook	ᴄᴏᴏᴋ	3			To prepare food for eating by applying heat.	料理する	पकाना		烹饪	ချက်ပြုတ်ရန်		to cook (rice)	cook/boil
282	count:to	1420	COUNT	to count	count	ᴄᴏᴜɴᴛ	3			To determine the total number of items in a group by assigning a number to each one.	数える	गिनना		数数	ရေတွက်ရန်		to count	
120	day::time	1225	DAY (NOT NIGHT)	daytime	daytime	ᴅᴀʏᴛɪᴍᴇ	3			The period of time when the sun is above the horizon and there is light in the sky, as opposed to the period of darkness at night.	昼	दिन का समय		白天	နေ့ဘက်		daytime	sun/day
283	descend..move.down:to	2014	GO DOWN (DESCEND)	to descend (move down)	descend	ᴅᴇꜱᴄᴇɴᴅ	3			To move from a higher position to a lower position.	おりる	उतरना		下降	ဆင်းရန်		descend, go down	descend
84	die:to	1494	DIE	to die	die	ᴅɪᴇ	2			To cease to live or to undergo the process of death.	死ぬ	मरना		死	သေဖို့			die
85	dig:to	1418	DIG	to dig	dig	ᴅɪɢ	2			To move earth, soil, or sand away from a place using a tool or hands to create a hole or a trench.	掘る	खोदना		挖	တူးရန်		to dig (with a tool)	dig
284	discard..throw.away:to	3696	THROW AWAY	to discard (throw away)	discard	ᴅɪꜱᴄᴀʀᴅ	3			To throw something away because it is no longer wanted or useful.	捨てる						throw away, get rid of	
122	dog	2009	DOG	dog	dog	ᴅᴏɢ	3		fauna	A domesticated carnivorous mammal often kept as a pet or for guarding.	犬	कुत्ता		狗	ခွေး		dog	dog
86	dream:to	1920	DREAM (SOMETHING)	to dream	dream	ᴅʀᴇᴀᴍ	2			To experience mental images, stories, or sensations while sleeping.	夢を見る	सपना देखना		做梦	အိပ်မက်မက်ဖို့			dream
24	drink:to	1401	DRINK	to drink	drink	ᴅʀɪɴᴋ	1			To swallow a liquid through the mouth.	飲む	पीना		喝	သောက်ရန်			drink
123	ear	1247	EAR	ear	ear	ᴇᴀʀ	3		body parts	The organ on the side of the head used for hearing.	耳	कान		耳朵	နား		ear	ear/hear
124	earth..area.or.plot	1228	EARTH (SOIL)	earth (area or plot)	earth	ᴇᴀʀᴛʜ	3			The top layer of the ground consisting of dirt or soil, often used for planting or building.								earth
125	east	1877	EAST	east	east	ᴇᴀꜱᴛ	3			The direction where the sun rises in the morning.	東	पूर्व		东	အရှေ့		east	
285	eat:.hard:to	1336	EAT	to eat	eat	ᴇᴀᴛ	3		verbs	To take food into the mouth, chew it, and swallow it.		खाना खाना		吃	စားရန်			eat
286	eat:.soft:to	1336	EAT	to eat	eat	ᴇᴀᴛ	3		verbs	To take food into the mouth, chew it, and swallow it for nourishment.		खाना खाना		吃	စားရန်			eat
126	egg..general	744	EGG	egg (general)	egg	ᴇɢɢ	3		body parts	An oval or round object produced by a bird, reptile, or fish, which contains a developing embryo and a yolk.	卵	चिड़िया का अंडा		鸟蛋	ငှက်ဥ		egg	egg
287	emerge:to	1076	EMERGE (APPEAR)	to emerge	emerge	ᴇᴍᴇʀɢᴇ	3			To move from a hidden or internal place into view.		उभरना		浮现	ပေါ်ထွက်လာရန်			emerge
288	extinguish..fire:to	127	EXTINGUISH	to extinguish (fire)	extinguish	ᴇxᴛɪɴɢᴜɪꜱʜ	3		verbs	To make a fire stop burning by using water, sand, or by smothering it.	火を消す	बुझाना		熄灭	ငြိမ်းအေးရန်		to extinguish (fire)	extinguish
5	eye	1248	EYE	eye	eye	ᴇʏᴇ	1		body parts	The organ on the face used for seeing and perceiving light.	目	आँख		眼睛	မျက်လုံး		eye	eye
289	fall..of.objects:to	1280	FALL	to fall (of objects)	fall	ꜰᴀʟʟ	3			To move downward from a higher position to a lower position due to gravity.	落ちる	गिरना		落下	အရွက်များကဲ့သို့ ကြွေကျခြင်း၊		to fall (from a height)	fall (from a height)
237	far:to.be	1406	FAR	to be far	far	ꜰᴀʀ	3			To be at a great distance in space or time, rather than being near or close.	遠い	दूर		远	ဝေးဖို့		to be far (village many miles away)	far
238	fat:to.be	1279	FAT (OBESE)	to be fat	fat	ꜰᴀᴛ	3			To have an excess of body flesh or fat, such that the body appears large or heavy.	太った, 太い	मोटा		肥	အဆီကျဖို့		to be fat (person)	fat
128	fat..substance	323	FAT (ORGANIC SUBSTANCE)	fat (substance)	fat	ꜰᴀᴛ	3			An oily, greasy substance found in animal or plant bodies used for energy or cooking.								fat/grease
51	father	1217	FATHER	father	father	ꜰᴀᴛʜᴇʀ	2			A male parent.	父	पिता		父亲	အဖေ		father	
290	fear:to	1419	FEAR (BE AFRAID)	to fear	fear	ꜰᴇᴀʀ	3			To experience a strong, unpleasant emotion caused by the presence or possibility of danger, harm, or a threat.	恐れる	डरना		害怕	ကြောက်ဖို့ကောင်းတယ်။		fear (n)	fear/frighten
129	feather	1201	FEATHER	feather	feather	ꜰᴇᴀᴛʜᴇʀ	2		body parts	A single, light part of a bird's body covering that is used for flight or warmth.	羽毛	पंख		羽毛	အမွေး		feather (body hair)	
291	ferment..alcohol:to			to ferment (alcohol)	ferment	ꜰᴇʀᴍᴇɴᴛ	3			To undergo a chemical process where sugars are converted into alcohol by yeast, often resulting in a beverage.								
130	festival	131	FESTIVAL	festival	festival	ꜰᴇꜱᴛɪᴠᴀʟ	3			A large, organized public celebration or social gathering, often involving traditional rituals, music, or food, held on a specific day or period.	祭	त्योहार		节日	ပွဲတော်			
161	field:jhum	2794	FIELD (UPLAND)	jhum field	jhum.field	ᴊʜᴜᴍ.ꜰɪᴇʟᴅ	3			A piece of land used for farming that is created by cutting down forest vegetation and burning it.	焼畑	झुम का खेत		烧林放牧	ခုတ်ထစ်ခြင်းနှင့် မီးရှို့ခြင်းအကွက်		dry (burned) field	swidden
198	field:paddy	140	PADDY FIELD	paddy field	paddy.field	ᴘᴀᴅᴅʏ.ꜰɪᴇʟᴅ	3			A piece of land covered in water where rice is grown.		धान का खेत		水稻田	လယ်ကွင်း		wet rice field	irrigated paddy field
52	finger	1303	FINGER	finger	finger	ꜰɪɴɢᴇʀ	2		body parts	The long, slender part of a hand located between the palm and the tip.	指	उंगली	আঙুল	手指	လက်ညှိုး		finger	finger/toe
131	finger::nail	1258	FINGERNAIL	fingernail	fingernail	ꜰɪɴɢᴇʀɴᴀɪʟ	3		body parts	The hard, protective plate located at the very tip of a finger.	爪	नाखून		指甲	လက်သည်း		fingernail	
225	finger.:thumb	1781	THUMB	thumb	thumb	ᴛʜᴜᴍʙ	3			The short digit of the human hand, located next to the fingers.		अंगूठा	আঙুঠ	拇指	လက်မ		thumb	
6	fire	221	FIRE	fire	fire	ꜰɪʀᴇ	1			The heat and light produced when something burns.	火	आग		火	မီး		fire	fire
132	fire::wood	10	FIREWOOD	firewood	firewood	ꜰɪʀᴇᴡᴏᴏᴅ	3			Wood or other organic material that is used as fuel for making a fire.	薪	लकड़ी		柴火	ထင်း		firewood	
133	fish	227	FISH	fish	fish	ꜰɪꜱʜ	3		fauna	An aquatic animal that breathes through gills and lives in water.	魚	मछली		鱼	ငါး		fish (v)	fish
239	flat:to.be	1633	FLAT	to be flat	flat	ꜰʟᴀᴛ	3			To have a smooth, even surface without any bumps, curves, or raised parts.	平たい	समतल		平的	ပြားချပ်		(be) flat	
292	flee..run.away:to	956	FLEE	to flee (run away)	flee	ꜰʟᴇᴇ	3			To run or move quickly away from a place or a person, often because of danger, fear, or a desire to avoid being caught.	逃げる	भागना		奔跑 / 逃跑	ပြေး၊ ပြေး		flee, run away from	run/flee
7	flower	239	FLOWER	flower	flower	ꜰʟᴏᴡᴇʀ	1		flora	The reproductive part of a plant, often colorful and fragrant, used for making seeds.	花	फूल		花	ပန်း		flower	flower
87	fly:to	1441	FLY (MOVE THROUGH AIR)	to fly	fly	ꜰʟʏ	2			To move through the air using wings or by means of flight.	飛ぶ	उड़ना		飞	ပျံသန်းရန်			fly
135	fog..mist	249	FOG	fog (mist)	fog	ꜰᴏɢ	3			A thick cloud of tiny water droplets suspended in the air near the ground that makes it difficult to see clearly.	霧	कोहरा		雾	မြူ၊ မြူ		mist/fog	
293	forget:to	1523	FORGET	to forget	forget	ꜰᴏʀɢᴇᴛ	3			To fail to remember a piece of information or a past event.	忘れる	भूलना		忘记	မေ့			forget
137	fowl	265	FOWL	fowl	fowl	ꜰᴏᴡʟ	3		fauna	A bird that is kept on a farm for its meat or eggs.								fowl
138	frog	503	FROG	frog	frog	ꜰʀᴏɢ	3			An amphibian with smooth, moist skin and long hind legs used for jumping.	蛙	मेंढक		青蛙	ဖား		frog	frog
8	fruit	1507	FRUIT	fruit	fruit	ꜰʀᴜɪᴛ	1		flora	The fleshy, edible part of a plant that contains seeds and grows from a flower.	実	फल		水果	အသီး		fruit (tree)	fruit
257	full.:satiated:to.be	106	SATIATED	to be satiated	satiated	ꜱᴀᴛɪᴀᴛᴇᴅ	3			To feel completely full or satisfied after eating or drinking, such that one cannot consume any more.	満腹である	भर जाना		饱	ပြည့်ဝ၊		to be full (after eating)	
240	full..container:to.be	1429	FULL	to be full (container)	full	ꜰᴜʟʟ	3			To contain as much as possible, such that no more can be added.	いっぱいの	भरा हुआ		满	ကွန်တိန်နာတစ်ခု၏အပြည့်		to be full (container)	full
139	gibbon:.hoolock	2511	GIBBON	gibbon	gibbon	ɢɪʙʙᴏɴ	3		fauna	A small, slender-bodied ape that lives in trees and moves by swinging from branch to branch.		गिबन		长臂猿	မျောက်လွှဲကျော်		gibbon	
140	ginger	2500	GINGER	ginger	ginger	ɢɪɴɢᴇʀ	3		flora	A rhizome of a plant used as a spice or flavoring, characterized by a pungent taste and a light brown skin.	生姜	अदरक		姜	ဂျင်း		ginger	
88	give:to	1447	GIVE	to give	give	ɢɪᴠᴇ	2			To transfer possession of an object or a thing from oneself to another person.	与える	देना		给	ပေးရန်			give
294	go..general:to	695	GO	to go (general)	go	ɢᴏ	3			To move or travel from one place to another.	行く						go	
295	go.downriver:to	–	–	to go downriver	go.downriver	ɢᴏ.ᴅᴏᴡɴʀɪᴠᴇʀ	3			To move in the direction that the water flows in a river.		ऊपर नदी में जाना		上游	အညာ			
296	go.upriver:to	–	–	to go upriver	go.upriver	ɢᴏ.ᴜᴘʀɪᴠᴇʀ	3			To move in the direction of the river's source, traveling against the flow of the water.		नीचे नदी में जाना		下游	မြစ်ထဲဆင်းဖို့			
141	gold..metal	1369	GOLD	gold (metal)	gold	ɢᴏʟᴅ	3			A yellow, heavy, precious metal that is used to make jewelry or coins.	金	सोना		黄金	ရွှေ		gold	
142	gong	2502	GONG	gong	gong	ɢᴏɴɢ	3			A metal percussion instrument that is struck with a mallet to produce a loud, resonant sound.		घंटी		锣	ဂုံး		gong	
143	grandchild			grandchild	grandchild	ɢʀᴀɴᴅᴄʜɪʟᴅ	3			The offspring of a person's child.								
144	grandfather	1383	GRANDFATHER	grandfather	grandfather	ɢʀᴀɴᴅꜰᴀᴛʜᴇʀ	3		kinship	The male parent of one's mother or father.	祖父	दादा		爷爷	အဖိုး			
145	grandmother	1496	GRANDMOTHER	grandmother	grandmother	ɢʀᴀɴᴅᴍᴏᴛʜᴇʀ	3		kinship	The female parent of one's mother or father.	祖母	दादी		奶奶	အဖွား			
146	grass	606	GRASS	grass	grass	ɢʀᴀꜱꜱ	3		flora	A green plant with narrow leaves that grows closely to the ground and covers fields or lawns.	草			草	မြက်		grass (field/jungle)	grass
147	grave!tomb	1773	GRAVE	grave, tomb	grave	ɢʀᴀᴠᴇ	3			A hole dug in the ground or a structure used for the burial of a dead body.	墓	कब्र		坟墓	သင်္ချိုင်း၊ သင်္ချိုင်း		gravel	
297	grind:to	1033	GRIND	to grind	grind	ɢʀɪɴᴅ	3			To reduce a solid substance into smaller particles, powder, or a paste by rubbing it against a hard surface or between two stones.	すりつぶす						to grind	grind
149	hail..precipitation	609	HAIL	hail (precipitation)	hail	ʜᴀɪʟ	3			Small, hard balls of ice that fall from the sky during a storm.		बर्फ़ का गोला		冰雹	မိုးသီး		hail	
150	hair:body	580	FUR	body hair	body.hair	ʙᴏᴅʏ.ʜᴀɪʀ	3		body parts	The hair that grows on the skin of a human being.	毛			毛皮	တိရစ္ဆာန်သားမွေး			hair (body)
